epoch,train_loss,val_loss,train_direction_loss,val_direction_loss,train_magnitude_loss,val_magnitude_loss,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,train_magnitude_mae,val_magnitude_mae,train_magnitude_mse,val_magnitude_mse,lr,runtime_s
11,1.0508547551300838,1.0503097921121316,0.5677202359330629,0.5721260365892629,0.9662690336522903,0.9563675118274376,0.3754361479413817,0.34098360655737703,0.3711609346383979,0.3317942230655703,0.017173680157737972,0.016318251229211933,0.0006368982963737124,0.0005019970833644515,9.763523075816898e-06,208.8247880935669
12,1.0624889846623402,1.0492477344684914,0.5779571797742931,0.571823444131945,0.9690635961747552,0.9548485587854855,0.36706210746685275,0.3344262295081967,0.35394097997985674,0.32351211588863266,0.017198739626652196,0.01629941974018441,0.0006377380984703395,0.0005025730266514403,9.719105943553004e-06,223.26045322418213
13,1.049844341184905,1.0532074181759943,0.5668873754898651,0.5747090267353371,0.9659139481109917,0.9569967265011834,0.3754361479413817,0.29180327868852457,0.3741146914511062,0.2874569118497883,0.017166455850181925,0.01632836934972982,0.0006380359000745389,0.0005023196155442016,9.671018502735918e-06,237.57178044319153
14,1.0490409021850076,1.0559893010092563,0.5698386176183186,0.575750774633689,0.9584045845232722,0.960477085484833,0.3859036985345429,0.35081967213114756,0.37704040088196683,0.3360399638417222,0.01709609974204288,0.016371563602177824,0.0006326728176120188,0.0005023864478151482,9.61930820986408e-06,251.47301983833313
15,1.051357557452482,1.054516162051529,0.573176636782378,0.5754094608494493,0.9563618552327073,0.9582133976162457,0.3740404745289602,0.3377049180327869,0.37108685651378365,0.33699353679659017,0.017064276019427133,0.016345022765339397,0.0006345852170287731,0.0005040168337100262,9.564026096753492e-06,269.1061990261078
16,1.0462491083045315,1.0534842582999684,0.5675454140541358,0.5747605571981336,0.9574073898318092,0.9574474117306412,0.3705512909979065,0.3540983606557377,0.36917969969991754,0.34729776021080366,0.017079435294105386,0.016333963428852988,0.000632477501785514,0.0005046676329554623,9.505226720175494e-06,289.6442074775696
17,1.0430551675009878,1.0564622988466357,0.567873572562844,0.5757385509913084,0.9503631808503225,0.9614474777804046,0.3935799023028611,0.34098360655737703,0.3855872825606119,0.3392780919914194,0.01700149562836359,0.016379212832353156,0.0006285013588092082,0.0005060209595926533,9.442968108015845e-06,310.43540596961975
18,1.0376061341684346,1.057116581377436,0.5615977847900577,0.5765629518227499,0.9520166900219488,0.9611072050254853,0.418702023726448,0.36065573770491804,0.4059121185757573,0.3379396285056662,0.017016388969827347,0.01635480332569998,0.000632240598799046,0.000511890213142653,9.377311702008145e-06,331.19702196121216
19,1.0440300391091388,1.0570762786708894,0.5689293443532732,0.5767682900194262,0.9502013921737671,0.9606159350911124,0.40683879972086534,0.34098360655737703,0.39610863238682786,0.3374428424905409,0.017007606768225426,0.016361729177783748,0.0006362196052835608,0.0005096718382670498,9.308322297098345e-06,351.93743228912354
20,1.0343523942251265,1.0604846649482602,0.561409053358263,0.5777788041067905,0.9458866830647449,0.9654116968639561,0.40125610607117934,0.3442622950819672,0.3935236734859211,0.34186046511627904,0.01696597483718803,0.016410843417292736,0.0006303916505257816,0.0005100394184052272,9.236067977499905e-06,372.5517246723175
21,1.043165057252856,1.0597040176391601,0.5649531739455208,0.5781264680330871,0.9564237769716533,0.9631550858743855,0.38939288206559663,0.32786885245901637,0.3779999615138238,0.3264078972589611,0.0170684837205212,0.01638410614162195,0.000637446179211306,0.0005108160121351114,9.160620049502896e-06,393.1832346916199
22,1.0373757091004452,1.0605314860578443,0.5636374489543992,0.5775956624844035,0.9474765322712527,0.9658716817371181,0.4152128401953943,0.3377049180327869,0.4104019712366965,0.337265733138645,0.01697577707682634,0.01641844853025968,0.0006267938578328467,0.000509410250939612,9.082052971103312e-06,413.6538608074188
23,1.0383278469230774,1.0603492558979597,0.5612721199849562,0.5776743941619747,0.9541114485521709,0.9653497522483107,0.39986043265875787,0.3377049180327869,0.3976081924326473,0.3308863775395215,0.01704841434165305,0.016407627307000707,0.0006346928679747592,0.0005127375855751824,9.00044427852201e-06,433.9812750816345
24,1.0333980108921292,1.0594150382964338,0.5587369819995164,0.5763740684165329,0.9493220497991185,0.9660819395643766,0.4054431263084438,0.33114754098360655,0.3926482373496671,0.3243889347106031,0.01699666180813637,0.016419314165584377,0.0006306615689950063,0.0005136762734227737,8.915874509685844e-06,454.63615703582764
25,1.0314976170773449,1.05946607062074,0.5599337799184737,0.5762772978329268,0.9431276689936711,0.9663775253491323,0.38939288206559663,0.35081967213114756,0.3864618984681341,0.34335052153233975,0.016921221773190175,0.016417150150557034,0.0006312417407147716,0.0005113985133739035,8.828427124746407e-06,474.2945408821106
26,1.030006164865567,1.060176025062311,0.5602274658541869,0.576003840125975,0.9395574139949748,0.9683443542386665,0.4396371249127704,0.3442622950819672,0.42565884600607634,0.34327485380116957,0.01688741098644845,0.016439715504157737,0.0006254766161104473,0.0005129140681495554,8.738188423714989e-06,493.8762185573578
27,1.033715806469914,1.0633228857009138,0.5621572527865472,0.5766639480825331,0.9431171132731254,0.9733178699114283,0.4138171667829728,0.3475409836065574,0.4084485298804226,0.3469739130267968,0.016933773147086537,0.016499870710197043,0.0006275825801683071,0.0005128409827059348,8.645247461294855e-06,513.6719560623169
28,1.0303183754922955,1.0607997159488867,0.5606992861980005,0.5757555070470591,0.9392381748866968,0.9700884412546626,0.4152128401953943,0.3442622950819672,0.41068457274840825,0.339333956967281,0.016887782070076057,0.016468455752388377,0.0006227216375270301,0.0005164536290618851,8.54969595899502e-06,533.672283411026
29,1.0297022260990663,1.062656147949031,0.5592349255658993,0.5773551168988963,0.9409346010663338,0.9706020871146781,0.41939986043265876,0.3442622950819672,0.40999794319207794,0.3386883925589323,0.016898627307809323,0.01647836287490657,0.0006291917619468944,0.000517204393667062,8.451628214612183e-06,554.6180531978607
30,1.0307475252743792,1.0635958653981568,0.5601934194980762,0.5777676760173235,0.9411082054798369,0.9716563678178631,0.4089323098394976,0.3442622950819672,0.402830263718716,0.34060356353912336,0.016904049458739977,0.016487847317437656,0.0006304581403285161,0.0005174818519334935,8.351141009170183e-06,575.4975509643555
31,1.022052748587609,1.0648223298494932,0.5565137255466326,0.5773773885164104,0.9310780556902383,0.9748898967367704,0.4200976971388695,0.35081967213114756,0.41253646351021933,0.34941080549627107,0.01680326081204065,0.01652376297555986,0.0006193954001043697,0.0005164888468914528,8.248333511408828e-06,596.3969323635101
32,1.0271913969508435,1.0629157085887722,0.5577318248262958,0.5761623579947674,0.9389191442490955,0.9735067119363878,0.4207955338450802,0.3737704918032787,0.41673084224929263,0.37378131447096963,0.016889752704449992,0.016504341803613255,0.0006241938671186847,0.000515632168199012,8.143307179916304e-06,617.2691774368286
33,1.0201964164562185,1.0643237678731075,0.5532541303724487,0.5772509025745705,0.9338845761605933,0.9741457492601676,0.4152128401953943,0.3377049180327869,0.4086302829646069,0.3359511903747143,0.01682439600348223,0.016510043012314155,0.0006215027647206023,0.0005152410901052358,8.036165663001814e-06,638.2275371551514
34,1.020601275827364,1.0667330345169443,0.5564698810271258,0.5778325993506634,0.9282627949245477,0.9778008515717553,0.4277739009071877,0.3639344262295082,0.4220906184336642,0.35156065457338376,0.01676803949988978,0.016572639370550875,0.0006222629975540523,0.0005224060601188389,7.927014696407201e-06,658.9633090496063
35,1.0289775761207,1.0639455678033047,0.5597238219541348,0.5769838366352144,0.9385075179414157,0.9739234249122807,0.4138171667829728,0.35081967213114756,0.4067943468384505,0.3463810318558751,0.016882633942452995,0.016512336447590686,0.0006263803610082947,0.0005176305726979722,7.815961998958543e-06,679.8568818569183
36,1.0205480712157233,1.0661276019987513,0.5516346502744977,0.57682030963116,0.9378268375982376,0.9786146348617116,0.4361479413817167,0.3770491803278688,0.4332635206567666,0.3770379052409673,0.016873859290218153,0.01657014462302943,0.0006245282336949928,0.0005177221216116345,7.703117166260659e-06,700.7256503105164
37,1.0235386685899148,1.061497136608499,0.5559040910700195,0.5742699136499498,0.9352691656879337,0.9744544506072998,0.4228890439637125,0.3901639344262295,0.41922992753437,0.3803584650643474,0.0168363166620743,0.01652954137716137,0.0006262440366354633,0.0005198591589149026,7.588591562539504e-06,721.4463164806366
38,1.020281942341599,1.0655976614014047,0.5549427757126755,0.5758750297984139,0.9306783425749721,0.9794452288111702,0.43126308443824146,0.3704918032786885,0.4233558626024274,0.3692362789864805,0.016792493750811124,0.01657050901749095,0.0006242571694325378,0.0005173507721934345,7.472498210739103e-06,742.0485081672668
39,1.0164761481714348,1.064162944183975,0.5563558888701567,0.5763446430690953,0.9202405255488059,0.9756365693006359,0.4180041870202373,0.3639344262295082,0.414137518775416,0.3621412329445081,0.01668530001726836,0.0165407015651953,0.000616905679152882,0.0005201434346343406,7.354951680981566e-06,759.1181411743164
40,1.0157878938789395,1.0662806649677088,0.5542440656923532,0.5784059891935255,0.923087636407904,0.9757493577042564,0.4361479413817167,0.35737704918032787,0.43105012021044486,0.3576124052314529,0.016704269621809795,0.01653589352232511,0.0006193552973413085,0.00051849789661737,7.2360679775002e-06,772.8803715705872
41,1.0206933851767817,1.0589180461695937,0.5521010902488639,0.5743706533166228,0.9371845892735153,0.9690947889304552,0.427076064200977,0.3639344262295082,0.41988528503725836,0.3584855243435941,0.016861815034136935,0.016461000164024166,0.0006299370283030873,0.0005169515396834764,7.115964424157331e-06,786.5601017475128
42,1.0108855378769197,1.0641267655325717,0.5504019869971092,0.5760454381098513,0.9209670924424959,0.9761626781010236,0.4424284717376134,0.3639344262295082,0.43675551269704754,0.3596979999116959,0.016688901502106127,0.0165329564301694,0.0006187299031839658,0.0005146730651117129,6.994759548659849e-06,800.1735963821411
43,1.021547455098857,1.0594998668451778,0.5545114740490165,0.573339141392317,0.9340719774895753,0.972321427650139,0.4319609211444522,0.3704918032786885,0.4244501148855413,0.3670403309163377,0.016829027051453147,0.01649214166109679,0.0006186436219641319,0.0005163723727894306,6.872572965586609e-06,813.7230665683746
44,1.01285926212569,1.0594121014485594,0.5491624000766272,0.5736962461080708,0.9273937371171445,0.9714317340342725,0.44312630844382417,0.3475409836065574,0.43645621995432243,0.3406289244120095,0.01675515869906626,0.016488772899400993,0.0006207101237462978,0.0005176767353808171,6.749525258343343e-06,827.3923835754395
45,1.0201121693462736,1.0649433399810166,0.5556533634038714,0.5757969359882542,0.9289176108449468,0.9782928205904413,0.4368457780879274,0.3704918032786885,0.4279010775030763,0.3712235477596253,0.016772387581776675,0.01655800191105389,0.0006218282229657657,0.0005162020459137551,6.625737860161373e-06,840.8816447257996
46,1.0164244151664463,1.0610302538168235,0.549669705232539,0.5735708064720278,0.9335094185367965,0.9749189038745693,0.43405443126308446,0.3836065573770492,0.4260792404634079,0.38258955003498646,0.016825749794253917,0.016528662794926128,0.0006230823086043046,0.0005176211230182012,6.501332934257672e-06,854.4562473297119
47,1.0131118556709449,1.063185908364468,0.5478903173318878,0.5744131526008981,0.9304430726850607,0.9775454863173063,0.43754361479413817,0.3901639344262295,0.4337491077531761,0.39072249589490965,0.01679322938775983,0.016561599662069413,0.0006210391100337475,0.0005192751041040985,6.376433253274517e-06,868.113112449646
48,1.0127351330612726,1.063491726703331,0.5514383524427527,0.5753751518296414,0.9225935591573242,0.9762331261009466,0.4396371249127704,0.3540983606557377,0.43031801795783786,0.3509775248905684,0.016705730538724272,0.016549170041670565,0.0006220733759234564,0.0005206276952731805,6.251162078117727e-06,882.0741255283356
49,1.0076182133154858,1.0611305713653565,0.5449561311993995,0.5746074191859512,0.9253241509219939,0.9730463090490122,0.4361479413817167,0.3704918032786885,0.4318635879390957,0.3558077097068641,0.016739660638741324,0.01652134766832727,0.0006205501700689742,0.0005208784179975751,6.125643036312987e-06,896.1417057514191
50,1.0112073161929784,1.0670160483141415,0.5526315216325998,0.5764664177034722,0.9171515670757733,0.9810992441216453,0.43405443126308446,0.3836065573770492,0.42092688147552787,0.38412521943591194,0.016640287321593825,0.016594988596243938,0.0006168398990530446,0.0005190370179766209,6.000000000000481e-06,910.065432548523
51,1.0110254353438735,1.0612519330665713,0.5505791666286439,0.5732834055775502,0.9208925227892624,0.97593703289501,0.45359385903698535,0.3770491803278688,0.4451227196089899,0.37200630966833753,0.016700407070291683,0.016544448596532226,0.0006170849135796756,0.000519536056395498,5.874356963687972e-06,924.6023728847504
52,1.0071739192950668,1.0594615240566065,0.5482932412782417,0.5721657514572144,0.9177613507095784,0.9745915920030875,0.43824145150034893,0.3704918032786885,0.43530062478714066,0.36217508334362264,0.01663867439827716,0.016535655861018135,0.0006186915330838383,0.0005196385145698842,5.748837921883228e-06,938.1681702136993
53,1.0048113082225558,1.0637643374380519,0.5494236971894428,0.5743435373071765,0.9107752220662257,0.9788415735862294,0.44312630844382417,0.38688524590163936,0.4335500288167858,0.3867358547330019,0.016577267950428007,0.01657704244383046,0.0006136155325921989,0.0005186526421610205,5.62356674672641e-06,953.5667200088501
54,1.0083645727779178,1.0600923123906871,0.5496678287468835,0.5719291245351072,0.9173934731297116,0.9763264103013961,0.43824145150034893,0.3737704918032787,0.4317031223253898,0.3655607033732326,0.0166457475313172,0.01656249370731291,0.0006189078436378033,0.0005217562200593166,5.498667065743229e-06,968.2206945419312
55,1.001436623675126,1.0621755879433428,0.5471008260684336,0.5722227442459982,0.9086715872272776,0.9799056685361706,0.4521981856245639,0.4065573770491803,0.44392327569640105,0.4036276854699225,0.016560968159797386,0.016597063350872916,0.0006108019697243986,0.0005202469196491187,5.374262139839504e-06,982.3379302024841
56,1.004920244216919,1.0642891872124594,0.5440821439256555,0.5732933474368737,0.9216762002913668,0.9819916749586824,0.45010467550593164,0.3836065573770492,0.44167210498479853,0.3787383915680423,0.016697162319044924,0.016626322977855556,0.0006191798889410305,0.0005238156658826305,5.250474741657512e-06,996.9883050918579
57,1.0106681047081532,1.067607731897323,0.5493931270361113,0.5741583353183308,0.9225499506023325,0.986898790226608,0.44173063503140264,0.3901639344262295,0.4341961431546328,0.3893191613704434,0.01671431749663982,0.016687116124590888,0.0006193309474479087,0.0005244401707237617,5.127427034414219e-06,1018.1851525306702
58,1.0031882224179445,1.0640335415230422,0.5433553102876619,0.5721512309840469,0.9196658301669571,0.983764627331593,0.4640614096301465,0.4065573770491803,0.4589053297391601,0.40390034196706565,0.01666847168775347,0.01664801386536145,0.0006174908408899034,0.0005239912749604002,5.0052404513409505e-06,1039.6288313865662
59,1.0115789897526717,1.0657622509315365,0.552306177977158,0.5732303699509043,0.9185456248820452,0.9850637948903881,0.43893928820655964,0.380327868852459,0.42847974981424947,0.37003525103443297,0.016660568644263407,0.01666730676518112,0.000612797781003578,0.0005268996350513008,4.88403557584344e-06,1061.499855518341
60,1.0114192869475231,1.0673708716376884,0.5486459154726655,0.5746979592276401,0.9255467456117512,0.9853458358616125,0.43545010467550593,0.3737704918032787,0.42858201531391016,0.3677038970532187,0.016734362688417295,0.016664828555505783,0.0006229380397184571,0.0005266074198069143,4.763932022500552e-06,1075.7299909591675
61,0.9993929362180594,1.065352050984492,0.5424001019731404,0.573251274765515,0.9139856831310349,0.9842015039725381,0.45987438939288205,0.39672131147540984,0.45340315241965556,0.3921506187982576,0.016607268615278097,0.01665464322097966,0.0006137830094776824,0.000525714662956593,4.6450483190191625e-06,1091.6901273727417
62,1.005072788100765,1.0656148109279695,0.5468268528611862,0.5746748951614881,0.9164918681082822,0.9818798266473364,0.4487090020935101,0.3639344262295082,0.4412415814345185,0.3578132229817623,0.016647154417224308,0.01662766383808167,0.000615674096035504,0.0005248406369498641,4.527501789261602e-06,1111.7863624095917
63,1.0057394113560614,1.0625231232799468,0.5449966314532751,0.5724091113590803,0.9214855565612164,0.9802280223760449,0.45359385903698535,0.39672131147540984,0.4460235640648012,0.3954374853389632,0.016691985699320205,0.016602911934500836,0.0006177327062724066,0.00052284445674693,4.411408437461178e-06,1131.3915088176727
64,1.0028490175838165,1.0630026303353857,0.54741298174908,0.5726687192916871,0.9108720767023841,0.9806678282432869,0.4452198185624564,0.3901639344262295,0.44167718778939213,0.3870857699805068,0.016574974419433425,0.01661567238510632,0.0006148021239904324,0.0005237599365321583,4.296882833739997e-06,1150.8333473205566
65,1.0068934431295669,1.063955177635443,0.5455167948658951,0.5733220288010894,0.9227532869190581,0.9812663352880322,0.4487090020935101,0.39344262295081966,0.4429375688107477,0.39108518871899683,0.016711534774977263,0.01661731783972412,0.0006206778134170605,0.000523324493799725,4.184038001042087e-06,1170.6007294654846
66,1.0081258850004484,1.0633504859736709,0.5492596609436043,0.572320008082468,0.917732440127581,0.9820609511899167,0.4528960223307746,0.4,0.44160015234691913,0.3941182353634241,0.016656335570640855,0.016624261878552985,0.0006206429973556624,0.0005251577614470706,4.072985303593399e-06,1190.0692002773285
67,1.0027373448502992,1.0633054008249376,0.5459042940202994,0.5722338875786203,0.9136661043220355,0.9821430765214514,0.44452198185624564,0.39672131147540984,0.4398760574138206,0.39573320727298195,0.016598500534944074,0.016627145155531462,0.0006140341607896665,0.0005229254942158329,3.96383433699876e-06,1209.941121339798
68,1.0011851659040725,1.064723633156448,0.5409365502671604,0.5740809749384396,0.9204972179636453,0.9812853072510391,0.4556873691556176,0.36721311475409835,0.44734662845261924,0.3620967795270243,0.016690305247642905,0.016615211499519035,0.0006252689938927271,0.0005239868086197826,3.856692820084242e-06,1232.8893163204193
69,0.9962099044371217,1.0674551371668206,0.5435456919736655,0.5742645793273801,0.9053284272977878,0.9863811233981711,0.45987438939288205,0.3836065573770492,0.4545192189610708,0.3826254333785555,0.016514978684167802,0.016681579952357244,0.0006111034832957193,0.000524945465511963,3.751666488591689e-06,1267.0372540950775
70,1.0021534145751867,1.0650726253869103,0.5465115847407898,0.5731033704319938,0.9112836436965793,0.9839384894879137,0.4605722260990928,0.4,0.4529520231508994,0.3979855089654773,0.016576412584260885,0.016650177660535594,0.0006141370881819384,0.0005246380643659562,3.648858990830307e-06,1311.3315787315369
71,1.0018895152392124,1.0626786876897343,0.5427371318824459,0.5719348391548532,0.9183047877186591,0.9814876970697621,0.47313328681088623,0.40327868852459015,0.46751307524519214,0.4002388751847416,0.016653288475550393,0.01661748055551873,0.0006195674169436877,0.00052412843243906,3.54837178538828e-06,1354.4055850505829
72,1.006036392309744,1.0634918570518495,0.5443310503017961,0.5728940473228205,0.9234106813538598,0.98119562571166,0.46615491974877876,0.380327868852459,0.45793942730179243,0.37718876467524143,0.01671128134085262,0.016612504593661575,0.0006219904332968295,0.0005240963991410786,3.450304041005416e-06,1397.721943616867
73,0.9927328840802786,1.0636971653484908,0.5423238575250555,0.5725183789847327,0.9008180507395706,0.9823575490810832,0.4494068387997209,0.39344262295081966,0.4448467298790002,0.3862334543822929,0.016452858519570776,0.016629996944646366,0.0006114173227555878,0.0005257179227764489,3.354752538705555e-06,1440.016262292862
74,1.0032936794643044,1.0647241357897148,0.5450041470041828,0.5725371675413163,0.916579073655048,0.9843739523262274,0.44173063503140264,0.4,0.4343104645456175,0.398556142263,0.016635570256591924,0.016652405994837402,0.0006161550926246055,0.0005255846228435269,3.261811576285398e-06,1478.8907856941223
75,0.9974548798379412,1.065459394064106,0.5440479675873292,0.572823908289925,0.9068138205081703,0.9852709873777921,0.47313328681088623,0.4,0.46438333321547914,0.3989638654587108,0.016542646552995626,0.016665572172305625,0.0006160460248724697,0.0005266663834040405,3.171572875253951e-06,1516.4343445301056
76,1.0018130020918916,1.0644805454816975,0.545771494081448,0.5722218007337851,0.9120830086171003,0.9845174767931953,0.47522679692951847,0.39344262295081966,0.4670489903626274,0.39144491129785247,0.016585184075328243,0.01665715599646334,0.0006137592808992731,0.0005255355503501706,3.084125490314485e-06,1559.964520931244
77,0.9992230272925324,1.0649491241720856,0.5436701637751892,0.5731348874139004,0.9111057156378459,0.9836284516287632,0.4584787159804606,0.3770491803278688,0.45166266727145943,0.3751007732086407,0.016587495824630163,0.016646570358120026,0.0006175730845371661,0.0005250644400624223,2.9995557214782863e-06,1609.3874003887177
78,1.0004152626069542,1.06598555944005,0.540379133161264,0.5732290518088419,0.9200722612622562,0.9855130527840286,0.4647592463363573,0.4065573770491803,0.45646600935657716,0.40439989561986983,0.01667850914320909,0.016666523550377517,0.0006173234878124803,0.0005265190224086896,2.917947028896958e-06,1658.2382407188416
79,0.9989823931509685,1.0646183787799273,0.54533113721194,0.5727031072632212,0.9073025065539854,0.9838305459647883,0.4584787159804606,0.4065573770491803,0.4489386936005834,0.4050966066778794,0.01654506821525904,0.01664868109538907,0.0006113730319655407,0.000525515300191206,2.8393799504973402e-06,1702.4571089744568
80,0.9929394146319627,1.0658363877749835,0.5401908397591372,0.5740028895315576,0.9054971550697225,0.9836670325427759,0.46894626657362176,0.3901639344262295,0.4609796639677633,0.3830932973790117,0.016517945419053305,0.016645417008243624,0.0006107162730995792,0.000526641132157357,2.7639320225003015e-06,1744.7920184135437
81,1.00312842510833,1.0656944845543532,0.5451863259181058,0.5736235237512433,0.9158841880234654,0.9841418997186129,0.4494068387997209,0.3901639344262295,0.44326094902888835,0.3894228804100049,0.016622986771889024,0.016653677699018696,0.000617786161458563,0.0005254244055889058,2.6916777029018353e-06,1784.3178312778473
82,0.9997197779341336,1.064358509564009,0.5427495024042869,0.5728759665958217,0.9139405537217294,0.9829650611173911,0.43405443126308446,0.39344262295081966,0.4289072431273712,0.3927483557064089,0.016609309959977305,0.01663480239813445,0.0006197437114977204,0.0005250600164710376,2.622688297992013e-06,1821.4365231990814
83,0.9865385883767873,1.0644735043166114,0.5367147485359681,0.5730981756429203,0.8996476829259943,0.9827506606696081,0.48150732728541523,0.39344262295081966,0.4751901809958287,0.3879781420765027,0.016459033506696905,0.016635460589752824,0.0006134365948498124,0.000526434721303035,2.5570318919842904e-06,1862.745731830597
84,0.9968127562129573,1.0656133284334277,0.5414325901868039,0.5733594697029865,0.9107603333833246,0.9845077063216537,0.4703419399860433,0.39672131147540984,0.46325434776496044,0.3925881111066296,0.01658978696395198,0.01665408530684768,0.000614340933766385,0.000527067592398065,2.494773279824603e-06,1901.205706357956
85,0.9977067142454628,1.0656113177049356,0.5425191935507967,0.5731812707713393,0.9103750360652607,0.9848601142891118,0.4528960223307746,0.4,0.447531884276096,0.3986538062273763,0.016573402216945258,0.016660707553879158,0.0006184961701387803,0.0005265746460311481,2.4359739032465797e-06,1937.9857687950134
86,0.9946706245100257,1.0648292750608725,0.5408029200643072,0.5731035898943416,0.9077354048983832,0.9834513625160592,0.47522679692951847,0.4065573770491803,0.46827219780652385,0.4054480412854797,0.016539240124669844,0.016644754297420628,0.000611777786186273,0.0005260149490271435,2.3806917901359674e-06,1972.5454149246216
87,1.000945357159976,1.0635963203477077,0.5409124783927215,0.5725428551924033,0.9200657721757057,0.9821069099864022,0.4528960223307746,0.40327868852459015,0.44626276175571955,0.4017416432364886,0.01667721027772242,0.016627969605023742,0.0006268728509498532,0.0005254616567742874,2.328981497264115e-06,2016.309709072113
88,0.9894700706296257,1.0636491087616466,0.538966810919568,0.5724586766274249,0.901006523413169,0.9823808488298635,0.4542916957431961,0.39344262295081966,0.45155698722398024,0.3924748962451134,0.016457744665438697,0.016630761740637608,0.0006123243731011774,0.0005246694485053848,2.2808940564470277e-06,2057.222631454468
89,0.9900205909831492,1.0647422919507887,0.5370596545980431,0.5733621112635878,0.9059218764721058,0.9827603144723861,0.46894626657362176,0.3836065573770492,0.4627130620076005,0.38010033319043,0.016521769724604306,0.016634714066005144,0.000612799320317966,0.0005260870045768556,2.236476924183128e-06,2095.270801305771
90,0.9881612464255248,1.0648496233048985,0.5354349027541827,0.5736991198336492,0.9054526852629688,0.9823009913084937,0.4619678995115143,0.3836065573770492,0.45669854738961596,0.3791396947698544,0.01652191811230161,0.016629637728949064,0.0006135017601337703,0.0005258818008158295,2.1957739348194094e-06,2133.6000769138336
91,0.9974021397515435,1.0661155186715674,0.5432102708490429,0.5740266796018256,0.9083837431290727,0.9841776812662844,0.4515003489183531,0.3836065573770492,0.4466421680242054,0.3807486631016042,0.016548116911730398,0.016650186259238448,0.0006078817242781183,0.0005264293127616898,2.1588252572922484e-06,2174.089928150177
92,0.9840781734859868,1.0667161947391073,0.5338892137679867,0.574302249072028,0.9003779167739645,0.9848278929952715,0.47801814375436147,0.39344262295081966,0.47300829786243764,0.39090212084562365,0.016455398392860324,0.016657859013705957,0.0006115252031201843,0.0005269198479955314,2.1256673554854914e-06,2208.310173511505
